date,OT,1,2,3,4,5
2011/8/31,17.27,24,1.73,13.2,26.5,11.3
2011/9/1,23.63,24,2.37,9.9,21.4,0.4
2011/9/2,23.63,24,2.37,9.9,20.4,0.4
2011/9/3,25.64,24,0.36,9.8,20.4,0.4
2011/9/4,24.62,24,0.38,9.8,20.4,0.4
2011/9/5,26.59,24,0.41,9.8,20.3,0.4
2011/9/6,26.59,24,0.41,9.8,20.4,0.4
2011/9/7,17.17,24,9.83,9.8,20.4,0.4
2011/9/8,16.77,24,10.23,9.8,20.3,0.4
2011/9/9,17.17,24,11.83,9.8,20.2,0.4
2011/9/10,14.66,24,11.34,8.8,20.2,0.4
2011/9/11,12.47,23.83,10.53,9,23,0.4
2011/9/12,9.99,24,9.01,10.8,24.5,0.4
2011/9/13,9.99,24,9.01,10.8,24.2,0.4
2011/9/14,11.73,24,10.27,10.8,24.2,0.4
2011/9/15,11.42,24,10.58,11,24,0.4
2011/9/16,10.34,24,9.66,10.8,24,0.4
2011/9/17,12.12,24,10.88,10.8,24,0.4
2011/9/18,11.68,24,11.32,10.8,24,0.4
2011/9/19,12.1,24,10.9,10.8,24,0.4
2011/9/20,11.59,24,11.41,10.8,24,0.4
2011/9/21,11.4,24,10.6,10.8,24,0.4
2011/9/22,11.13,24,9.87,10.4,24.2,0.3
2011/9/23,11.91,24,11.09,10.4,24.2,0.3
2011/9/24,11.59,24,10.41,10.4,24.2,0.3
2011/9/25,11.02,24,9.98,10.4,24.3,0.3
2011/9/26,12.49,24,10.51,10.4,24.3,0.3
2011/9/27,11.09,24,9.91,10.4,24.2,0.3
2011/9/28,11.55,24,10.45,10.4,24.2,0.3
2011/9/29,11.92,24,10.08,10.5,24.1,0.3
2011/9/30,11.91,24,11.09,10.2,24.2,0.3
2011/10/1,11.55,24,10.45,10.2,24.2,0.3
2011/10/2,11.02,24,9.98,10,24.1,0.3
2011/10/3,12.19,24,10.81,10.2,24.2,0.3
2011/10/4,11.05,24,9.95,10.2,24.2,0.3
2011/10/5,11.15,24,9.85,10.2,24.2,0.3
2011/10/6,11.05,24,9.95,10.2,24.2,0.3
2011/10/7,11.24,24,10.76,10,24.6,0.2
2011/10/8,10.92,24,10.08,10.2,24.6,0.2
2011/10/9,10.73,24,10.27,10,24.7,0.2
2011/10/10,11.35,24,10.65,10.1,24.7,0.2
2011/10/11,10.33,24,10.67,10,24.7,0.3
2011/10/12,9.74,24,11.26,10,24.8,0.3
2011/10/13,10.16,24,10.84,10,24.8,0.2
2011/10/14,10.79,23.67,12.21,10,25,0.2
2011/10/15,10.74,24,11.26,10,24.5,0.3
2011/10/16,11.04,24,10.96,10,24.5,0.3
2011/10/17,10.54,24,10.46,10,24.5,0.3
2011/10/18,10.54,24,10.46,10,24.8,3
2011/10/19,10.54,24,10.46,10,24.8,3
2011/10/20,10.1,24,10.9,10,24.8,0.2
2011/10/21,10.63,24,11.37,9.9,24.8,0.2
2011/10/22,10.82,24,11.18,9.9,24.8,0.3
2011/10/23,10.29,24,10.71,9.9,24.8,0.3
2011/10/24,10.58,24,11.42,9.9,24.8,0.3
2011/10/25,10.6,24,11.4,9.8,24.8,0.2
2011/10/26,10.67,24,11.33,9.8,24.8,0.2
2011/10/27,10.12,24,10.88,9.8,24.8,0.2
2011/10/28,10.31,24,10.69,9.8,24.9,0.2
2011/10/29,10.63,24,11.37,9.8,24.9,0.2
2011/10/30,10.16,24,10.84,9.8,24.9,0.2
2011/10/31,10.08,24,10.92,9.8,24.8,0.2
2011/11/1,10.6,24,11.4,9.7,24.8,0.3
2011/11/2,10.63,24,11.37,9.7,24.8,0.3
2011/11/3,9.54,24,10.46,9.7,24.8,0.3
2011/11/4,10.18,24,10.82,9.7,24.8,0.3
2011/11/5,10.6,24,11.4,9.7,24.8,0.3
2011/11/6,10.56,24,11.44,9.8,24.9,0.3
2011/11/7,9.29,24,9.71,9.8,24.9,0.3
2011/11/8,11.32,24,11.68,9.7,24.9,0.3
2011/11/9,10.71,24,11.29,9.7,24.9,0.3
2011/11/10,10.12,24,10.88,9.7,24.9,0.3
2011/11/11,9.12,24,9.88,9.8,24.9,0.3
2011/11/12,10.14,24,10.86,9.8,24.9,0.2
2011/11/13,10.54,24,11.46,9.6,24.9,0.2
2011/11/14,10.18,24,10.82,9.6,24.9,0.2
2011/11/15,9.64,24,10.36,9.8,24.7,0.2
2011/11/16,10.41,24,11.59,9.7,25,0.2
2011/11/17,9.48,24,10.52,9.7,25,0.2
2011/11/18,9.97,24,11.03,9.3,25,0.2
2011/11/19,9.42,24,10.58,9.7,25,0.2
2011/11/20,10.83,24,12.17,9.7,25,0.2
2011/11/21,9.97,24,11.03,9.8,25,0.2
2011/11/22,10.83,24,12.17,9.8,25.1,0.2
2011/11/23,10.38,24,11.62,9.7,25.1,0.2
2011/11/24,9.87,24,11.13,9.7,25,0.2
2011/11/25,10.83,24,12.17,9.7,25,0.2
2011/11/26,10.32,24,11.68,9.4,24.6,0.2
2011/11/27,9.87,24,11.13,9.7,24.7,0.2
2011/11/28,10.38,24,11.62,9.5,24.8,0.2
2011/11/29,9.81,24,11.19,9.6,24.9,0.3
2011/11/30,10.21,24,11.79,9.5,24.9,0.2
2011/12/1,10.72,24,12.28,9.6,25,0.2
2011/12/2,9.62,24,11.38,9.4,25,0.2
2011/12/3,9.51,24,11.49,9.6,25,0.2
2011/12/4,10.35,24,12.65,9.6,25,0.2
2011/12/5,9.81,24,12.19,9.6,25,0.2
2011/12/6,9.79,24,12.21,9.4,25,0.2
2011/12/7,9.43,24,11.57,9.5,25.1,0.3
2011/12/8,9.39,24,11.61,9.5,25.1,0.2
2011/12/9,9.45,24,11.55,9.5,25.1,0.3
2011/12/10,9.24,24,11.76,9.5,25.1,0.2
2011/12/11,9.09,24,11.91,9.5,25.1,0.2
2011/12/12,9.03,24,11.97,9.5,25.1,0.3
2011/12/13,9.39,24,12.61,9.5,25.1,0.2
2011/12/14,9.03,24,11.97,9.5,25.1,0.2
2011/12/15,9.48,24,12.52,9.5,25.1,0.2
2011/12/16,9.37,24,12.63,9.5,25.1,0.2
2011/12/17,9.16,24,11.84,9.4,25.2,0.3
2011/12/18,9.2,24,11.8,9.4,25.2,0.3
2011/12/19,8.68,24,11.32,9.4,25.2,0.3
2011/12/20,9.24,24,11.76,9.4,25.2,0.2
2011/12/21,9.07,24,11.93,9.4,25.2,0.2
2011/12/22,9.01,24,11.99,9.4,25.2,0.2
2011/12/23,8.92,23.75,12.08,9.4,25.2,0.2
2011/12/24,8.84,24,12.16,9.2,24.8,0.2
2011/12/25,8.97,24,12.03,9.3,25,0.3
2011/12/26,8.84,24,12.16,9.3,25,0.2
2011/12/27,9.17,24,12.83,9.3,25,0.2
2011/12/28,8.69,24,12.31,9.3,25.1,0.2
2011/12/29,8.74,24,12.26,9.3,25.1,0.2
2011/12/30,8.3,24,11.7,9.3,25.1,0.2
2011/12/31,8.71,24,12.29,9.3,25.1,0.2
2012/1/1,8.63,24,12.37,9.3,25.1,0.2
2012/1/2,8.67,24,12.33,9.3,25.1,0.2
2012/1/3,8.16,24,11.84,9.3,25.1,0.3
2012/1/4,8.63,24,12.37,9.2,25.1,0.3
2012/1/5,8.46,24,12.54,9.2,25.1,0.3
2012/1/6,8.91,24,13.09,9.2,25.2,0.3
2012/1/7,8.82,24,13.18,9.2,25.2,0.2
2012/1/8,8.5,24,12.5,9.2,25.2,0.2
2012/1/9,8.53,24,12.47,9.2,25.2,0.2
2012/1/10,8.82,24,13.18,9.2,25.2,0.3
2012/1/11,8.59,24,12.41,9.2,25.2,0.3
2012/1/12,8.89,24,13.11,9.2,25.2,0.3
2012/1/13,8.48,24,12.52,9.2,25.2,0.3
2012/1/14,8.44,24,12.56,9.2,25.2,0.3
2012/1/15,8,24,12,9.2,25.3,0.2
2012/1/16,8.4,24,12.6,9.2,25.3,0.3
2012/1/17,8.76,24,12.24,9.2,25.3,0.3
2012/1/18,8.59,24,12.41,9.2,25.2,0.2
2012/1/19,8,24,12,9.2,26,0.3
2012/1/20,8.57,24,12.43,9.6,25.4,0.3
2012/1/21,8.44,24,12.56,9,25.2,0.2
2012/1/22,8.57,24,12.43,9.1,25.2,0.2
2012/1/23,8.93,24,13.07,9.1,25.2,0.2
2012/1/24,8.46,24,12.54,9.1,25.2,0.2
2012/1/25,8.38,24,12.62,9.2,25.2,0.2
2012/1/26,8.71,24,13.29,9.2,25.2,0.2
2012/1/27,8.25,24,12.75,9.2,25.2,0.2
2012/1/28,8.29,24,12.71,9.2,25.2,0.2
2012/1/29,8.34,24,12.66,9.2,25.3,0.2
2012/1/30,8.67,24,13.33,9,25.3,0.2
2012/1/31,8.34,24,12.66,9,25.3,0.2
2012/2/1,8.21,24,12.79,9,25.3,0.2
2012/2/2,7.92,24,13.08,9.2,25.3,0.2
2012/2/3,7.98,24,13.02,9.1,25.3,0.2
2012/2/4,7.96,24,13.04,9,25.3,0.2
2012/2/5,7.75,24,13.25,9.1,25.3,0.2
2012/2/6,7.58,24,13.42,9,25.3,0.2
2012/2/7,7.56,24,13.44,9.2,25.3,0.2
2012/2/8,7.6,24,13.4,9,25.3,0.3
2012/2/9,7.77,24,14.23,8.8,25.4,0.3
2012/2/10,7.66,24,14.34,8,25.4,0.3
2012/2/11,7.68,24,14.32,8.8,25.4,0.3
2012/2/12,7.33,24,13.67,8.7,25.4,0.3
2012/2/13,7.24,24,13.76,8.5,25.4,0.3
2012/2/14,7.18,24,13.82,8.5,25.3,0.4
2012/2/15,10.18,23.75,18.82,7.5,19.8,0.3
2012/2/16,8.47,24,20.53,6.3,20.4,0.3
2012/2/17,8.61,24,20.39,6.8,20.4,0.3
2012/2/18,14.32,24,28.68,6.7,20.7,0.3
2012/2/19,17.01,24,29.99,6.7,20.8,0.3
2012/2/20,11.45,24,17.55,6.5,20.8,0.3
2012/2/21,11.2,24,16.8,6.5,20.8,0.3
2012/2/22,10.53,24,17.47,6.5,20.8,0.3
2012/2/23,10.91,24,16.09,6.5,20.8,0.3
2012/2/24,11.34,24,16.66,6.5,20.8,0.3
2012/2/25,10.48,24,16.52,6.5,20.8,0.3
2012/2/26,11.09,24,16.91,6.5,20.8,0.3
2012/2/27,10.02,24,16.98,6.5,20.8,0.3
2012/2/28,10.92,24,17.08,6.5,20.8,0.3
2012/2/29,10.23,24,16.77,6.5,20.8,0.3
2012/3/1,0.74,3,1.26,6.5,20.8,0.3
2012/3/2,0,0,0,0,40.8,0
2012/3/3,0,0,0,0,40.8,0
2012/3/4,0,0,0,0,40.8,0
2012/3/5,13.43,21.25,22.57,7,19.6,0.3
2012/3/6,9.52,24,15.48,6.5,21.8,0.3
2012/3/7,11.89,24,17.11,6,21.2,0.3
2012/3/8,10.85,24,16.15,6,21.2,0.3
2012/3/9,10.78,24,17.22,6,21,0.3
2012/3/10,10.19,24,17.81,6,21,0.3
2012/3/11,10.68,24,19.32,6,20.8,0.3
2012/3/12,9,24,15,6,20.8,0.3
2012/3/13,10.47,24,17.53,6,20.8,0.3
2012/3/14,9.75,24,16.25,6,20.8,0.3
2012/3/15,10.5,24,17.5,6,20.8,0.3
2012/3/16,9.86,24,18.14,6,20.2,0.3
2012/3/17,10.18,24,16.82,6,20.4,0.3
2012/3/18,10.44,23.42,17.56,6.5,20.6,0.3
2012/3/19,9.96,24,17.04,6,20.2,0.3
2012/3/20,10.5,24,16.5,6,20,0.3
2012/3/21,10.5,24,16.5,6,20,0.3
2012/3/22,10.73,24,18.27,6,20,0.3
2012/3/23,9.88,24,17.12,6,20,0.2
2012/3/24,10.61,24,17.39,6,20,0.3
2012/3/25,9.77,24,17.23,6.4,20,0.3
2012/3/26,10.07,24,16.93,6.8,20,0.3
2012/3/27,9.96,24,17.04,6.8,20,0.3
2012/3/28,10.67,24,17.33,6.6,20,0.3
2012/3/29,10.64,24,17.36,6.7,19.5,0.3
2012/3/30,9.86,24,18.14,6.8,19.6,0.3
2012/3/31,9.27,24,18.73,6.5,19.6,0.3
2012/4/1,10.05,24,17.95,6.8,19.5,0.3
2012/4/2,10.11,24,15.89,6.6,19.5,0.3
2012/4/3,10.39,24,16.61,6.7,19.5,0.2
2012/4/4,10.56,24,16.44,6.6,19.6,0.3
2012/4/5,9.83,24,17.17,6.7,19.5,0.3
2012/4/6,10.83,24,16.17,6.6,19.6,0.3
2012/4/7,10.96,24,16.04,6.5,19.6,0.3
2012/4/8,10.02,24,16.98,6,19.6,0.3
2012/4/9,10.21,24,16.79,6,19.5,0.3
2012/4/10,10.45,24,16.55,6,19.6,0.4
2012/4/11,9.75,24,16.25,6,19.6,0.3
2012/4/12,9.88,24,17.12,6.1,19.6,0.3
2012/4/13,10.26,24,16.74,5.8,19.5,0.3
2012/4/14,10.34,24,16.66,5.7,19.5,0.3
2012/4/15,10.18,24,16.82,6.1,19.5,0.3
2012/4/16,9.88,24,16.12,5.8,19.4,0.3
2012/4/17,9.56,24,17.44,6,19.7,0.3
2012/4/18,10.15,24,16.85,5.5,19.6,0.3
2012/4/19,9.91,24,16.09,5.6,19.6,0.3
2012/4/20,10.53,24,16.47,5.9,19.5,0.2
2012/4/21,10.45,24,16.55,6.1,19.5,0.3
2012/4/22,10.3,24,15.7,5.6,19.4,0.3
2012/4/23,10.48,24,16.52,5.5,19.4,0.3
2012/4/24,9.35,24,15.65,6,19.4,0.3
2012/4/25,10.66,24,15.34,6,19.4,0.3
2012/4/26,9.62,24,15.38,6,19.4,0.3
2012/4/27,9.31,24,16.69,6,19.4,0.3
2012/4/28,10.11,24,17.89,6,19.4,0.3
2012/4/29,9.3,24,15.7,6,19.4,0.3
2012/4/30,10.32,24,15.68,6,19.4,0.3
2012/5/1,10.8,24,16.2,6,19.4,0.3
2012/5/2,10.53,24,16.47,6,19.4,0.3
2012/5/3,9.75,24,16.25,6,19.4,0.3
2012/5/4,10,24,15,6,19.4,0.3
2012/5/5,10.89,24,17.11,6,19.4,0.3
2012/5/6,9.77,24,17.23,6,19.4,0.3
2012/5/7,9.75,24,16.25,6,19.6,0.3
2012/5/8,10.48,24,16.52,6,19.6,0.3
2012/5/9,10.4,24,15.6,6,19.6,0.3
2012/5/10,9.77,24,15.23,6,19.6,0.3
2012/5/11,9.88,24,16.12,6,19.8,0.3
2012/5/12,10.11,24,15.89,6,19.5,0.3
2012/5/13,10.27,24,15.73,5.6,19.8,0.3
2012/5/14,9.49,24,16.51,5.6,19.8,0.3
2012/5/15,9.41,24,16.59,6,19.8,0.3
2012/5/16,9.36,24,16.64,6,19.6,0.3
2012/5/17,10.26,24,16.74,5.6,19.6,0.3
2012/5/18,8.32,23.08,23.68,5.6,19.6,0.3
2012/5/19,7.35,24,13.65,6,24,0.3
2012/5/20,7.35,24,13.65,8,24.2,0.3
2012/5/21,7.35,24,13.65,7.8,24.5,0.3
2012/5/22,7.35,24,13.65,7.9,24.5,0.3
2012/5/23,7.35,24,13.65,7.5,24.8,0.3
2012/5/24,7.35,23.5,13.65,9.5,27,0.3
2012/5/25,7.35,24,13.65,9.5,24.6,0.3
2012/5/26,7.35,24,13.65,10,24.6,0.3
2012/5/27,7.35,24,13.65,9.5,24.6,0.3
2012/5/28,7.35,24,13.65,9.5,24.6,0.3
2012/5/29,7.35,24,13.65,9.6,24.9,0.3
2012/5/30,7.35,24,13.65,9.5,24.9,0.3
2012/5/31,7.35,24,13.65,9.5,25,0.3
2012/6/1,7.35,24,13.65,9.5,25,0.3
2012/6/2,7.35,24,13.65,9.6,25,0.4
2012/6/3,7.35,24,13.65,9.5,25,0.3
2012/6/4,7.35,24,13.65,9.5,25,0.3
2012/6/5,7.35,24,13.65,9.5,25,0.2
2012/6/6,7.35,24,13.65,9.6,25,0.3
2012/6/7,7.35,24,13.65,9.5,25,0.3
2012/6/8,7.35,24,13.65,9.8,25,0.3
2012/6/9,7.35,24,13.65,9.8,25,0.3
2012/6/10,7.35,24,13.65,9.8,25,0.3
2012/6/11,7.35,24,13.65,9.8,25,0.3
2012/6/12,7.35,24,13.65,9.8,25,0.3
2012/6/13,7.35,24,13.65,9.8,25,0.3
2012/6/14,7.35,24,13.65,9.8,25,0.3
2012/6/15,7.35,24,13.65,9.6,25,0.3
2012/6/16,7.35,24,13.65,9.7,25,0.3
2012/6/17,7.35,24,13.65,9.7,25,0.3
2012/6/18,7.35,24,13.65,9.7,25,0.3
2012/6/19,7.43,24,13.57,9.7,25,0.3
2012/6/20,7.33,24,13.67,9.7,25,0.3
2012/6/21,7.14,24,13.86,9,25.4,0.3
2012/6/22,7.24,24,13.76,7.7,24.8,0.3
2012/6/23,6.82,24,14.18,7.7,25,0.2
2012/6/24,6.82,24,14.18,7.5,25,0.2
2012/6/25,7.14,24,13.86,7.7,25,0.2
2012/6/26,7.14,24,13.86,7.5,25,0.2
2012/6/27,6.72,24,14.28,7.7,25,0.3
2012/6/28,6.61,24,14.39,7.5,25,0.3
2012/6/29,7.33,24,13.67,7.5,25,0.4
2012/6/30,6.93,24,14.07,7.5,25.1,0.3
2012/7/1,6.82,24,14.18,7.6,25.1,0.3
2012/7/2,6.61,24,14.39,7.5,25.1,0.3
2012/7/3,7.14,24,13.86,7.5,25.1,0.3
2012/7/4,6.32,24,14.68,7.5,25.1,0.3
2012/7/5,6.22,24,14.78,7.5,25,0.3
2012/7/6,6.22,24,14.78,7.5,25,0.3
2012/7/7,6.11,24,14.89,7.4,25,0.3
2012/7/8,5.92,24,15.08,7.5,25,0.3
2012/7/9,6.61,24,14.39,7.5,25,0.3
2012/7/10,6.43,24,14.57,7.5,25.1,0
2012/7/11,6.53,24,14.47,7.5,25.1,0.3
2012/7/12,5.92,24,15.08,7.5,25.1,0.4
2012/7/13,5.92,24,15.08,7.5,25.2,0.3
2012/7/14,6.11,24,14.89,7.5,25.1,0.2
2012/7/15,6.22,24,14.78,7.5,25.2,0.2
2012/7/16,6.11,24,14.89,7.5,25.2,0.3
2012/7/17,5.92,24,14.08,7.5,25,0.3
2012/7/18,6.53,24,14.47,7.5,25.2,0.3
2012/7/19,6.32,24,14.68,7.5,25.1,0.3
2012/7/20,6.32,24,14.68,7.5,25.2,0.2
2012/7/21,6.01,24,14.99,7.5,25.1,0.3
2012/7/22,4.68,24,16.32,7.5,25.2,0.3
2012/7/23,5.29,24,15.71,7.5,25.1,0.3
2012/7/24,5.4,24,15.6,7.5,25.2,0.3
2012/7/25,5.61,24,15.39,7.5,25.2,0.3
2012/7/26,6.11,24,14.89,7.5,25.2,0.3
2012/7/27,5.92,24,15.08,7.5,25.2,0.3
2012/7/28,6.32,24,14.68,7.5,25.2,0.3
2012/7/29,6.72,24,14.28,7.5,25.2,0.3
2012/7/30,6.43,24,14.57,7.5,25.2,0.3
2012/7/31,5.34,24,14.66,7.5,25.2,0.3
2012/8/1,5.71,24,15.29,7.5,25.2,0.3
2012/8/2,5.71,24,15.29,7.5,25.2,0.3
2012/8/3,6.11,24,14.89,7.5,25.2,0.3
2012/8/4,5.82,24,14.18,7.5,25.2,0.3
2012/8/5,5.5,24,15.5,7.5,25.2,0.3
2012/8/6,6.11,24,14.89,7.5,25.2,0.3
2012/8/7,5.82,24,15.18,7.5,25.2,0.3
2012/8/8,5.61,24,15.39,7.5,25.2,0.3
2012/8/9,6.11,24,14.89,7.5,25.2,0.3
2012/8/10,6.01,24,14.99,7.5,25.2,0.3
2012/8/11,6.01,24,14.99,7.5,25.2,0.3
